"X1","X2"
"Katherine A Kaplan","Polina Eidelman"
"Katherine A Kaplan","Lisa S Talbot"
"Katherine A Kaplan","Allison G Harvey"
"Katherine A Kaplan","June Gruber"
"Katherine A Kaplan","Polina Eidelman"
"Katherine A Kaplan","Lisa S Talbot"
"Katherine A Kaplan","Allison G Harvey"
"Sunny Dutra","June Gruber"
"Sunny Dutra","Polina Eidelman"
"Sunny Dutra","Sheri L Johnson"
"Sunny Dutra","Allison G Harvey"
"Sunny Dutra","June Gruber"
"Sunny Dutra","Sunny Dutra"
"Sunny Dutra","Polina Eidelman"
"Sunny Dutra","Sheri L Johnson"
"Sunny Dutra","Allison G Harvey"
"Sunny Dutra","June Gruber"
"Sunny Dutra","Sunny Dutra"
"Sunny Dutra","Polina Eidelman"
"Sunny Dutra","Sheri L Johnson"
"Sunny Dutra","Allison G Harvey"
"Sunny Dutra","June Gruber"
"Sunny Dutra","Polina Eidelman"
"Sunny Dutra","Sheri L Johnson"
"Sunny Dutra","Allison G Harvey"
"Julie N Lemoine","June Gruber"
"Julie N Lemoine","Robert T Knight"
"Julie N Lemoine","Allison G Harvey"
"Julie N Lemoine","June Gruber"
"Julie N Lemoine","Julie N Lemoine"
"Julie N Lemoine","Robert T Knight"
"Julie N Lemoine","Allison G Harvey"
"Julie N Lemoine","June Gruber"
"Julie N Lemoine","Julie N Lemoine"
"Julie N Lemoine","Robert T Knight"
"Julie N Lemoine","Allison G Harvey"
"Julie N Lemoine","June Gruber"
"Julie N Lemoine","Robert T Knight"
"Julie N Lemoine","Allison G Harvey"
"Robert T Knight","June Gruber"
"Robert T Knight","Julie N Lemoine"
"Robert T Knight","Allison G Harvey"
"Robert T Knight","June Gruber"
"Robert T Knight","Julie N Lemoine"
"Robert T Knight","Robert T Knight"
"Robert T Knight","Allison G Harvey"
"Robert T Knight","June Gruber"
"Robert T Knight","Julie N Lemoine"
"Robert T Knight","Robert T Knight"
"Robert T Knight","Allison G Harvey"
"Robert T Knight","June Gruber"
"Robert T Knight","Julie N Lemoine"
"Robert T Knight","Allison G Harvey"
"Susan Stone","Lisa S Talbot"
"Susan Stone","June Gruber"
"Susan Stone","Ilana S Hairston"
"Susan Stone","Polina Eidelman"
"Susan Stone","Allison G Harvey"
"Susan Stone","Lisa S Talbot"
"Susan Stone","Susan Stone"
"Susan Stone","June Gruber"
"Susan Stone","Ilana S Hairston"
"Susan Stone","Polina Eidelman"
"Susan Stone","Allison G Harvey"
"Susan Stone","Lisa S Talbot"
"Susan Stone","Susan Stone"
"Susan Stone","June Gruber"
"Susan Stone","Ilana S Hairston"
"Susan Stone","Polina Eidelman"
"Susan Stone","Allison G Harvey"
"Susan Stone","Lisa S Talbot"
"Susan Stone","June Gruber"
"Susan Stone","Ilana S Hairston"
"Susan Stone","Polina Eidelman"
"Susan Stone","Allison G Harvey"
"Ilana S Hairston","Lisa S Talbot"
"Ilana S Hairston","Susan Stone"
"Ilana S Hairston","June Gruber"
"Ilana S Hairston","Polina Eidelman"
"Ilana S Hairston","Allison G Harvey"
"Ilana S Hairston","Lisa S Talbot"
"Ilana S Hairston","Susan Stone"
"Ilana S Hairston","June Gruber"
"Ilana S Hairston","Ilana S Hairston"
"Ilana S Hairston","Polina Eidelman"
"Ilana S Hairston","Allison G Harvey"
"Ilana S Hairston","Lisa S Talbot"
"Ilana S Hairston","Susan Stone"
"Ilana S Hairston","June Gruber"
"Ilana S Hairston","Ilana S Hairston"
"Ilana S Hairston","Polina Eidelman"
"Ilana S Hairston","Allison G Harvey"
"Ilana S Hairston","Lisa S Talbot"
"Ilana S Hairston","Susan Stone"
"Ilana S Hairston","June Gruber"
"Ilana S Hairston","Polina Eidelman"
"Ilana S Hairston","Allison G Harvey"
"David J Miklowitz","June Gruber"
"David J Miklowitz","Allison G Harvey"
"David J Miklowitz","Ellen Frank"
"David J Miklowitz","David Kupfer"
"David J Miklowitz","Michael E Thase"
"David J Miklowitz","Gary S Sachs"
"David J Miklowitz","Terence A Ketter"
"David J Miklowitz","June Gruber"
"David J Miklowitz","David J Miklowitz"
"David J Miklowitz","Allison G Harvey"
"David J Miklowitz","Ellen Frank"
"David J Miklowitz","David Kupfer"
"David J Miklowitz","Michael E Thase"
"David J Miklowitz","Gary S Sachs"
"David J Miklowitz","Terence A Ketter"
"David J Miklowitz","June Gruber"
"David J Miklowitz","David J Miklowitz"
"David J Miklowitz","Allison G Harvey"
"David J Miklowitz","Ellen Frank"
"David J Miklowitz","David Kupfer"
"David J Miklowitz","Michael E Thase"
"David J Miklowitz","Gary S Sachs"
"David J Miklowitz","Terence A Ketter"
"David J Miklowitz","June Gruber"
"David J Miklowitz","Allison G Harvey"
"David J Miklowitz","Ellen Frank"
"David J Miklowitz","David Kupfer"
"David J Miklowitz","Michael E Thase"
"David J Miklowitz","Gary S Sachs"
"David J Miklowitz","Terence A Ketter"
"Ellen Frank","June Gruber"
"Ellen Frank","David J Miklowitz"
"Ellen Frank","Allison G Harvey"
"Ellen Frank","David Kupfer"
"Ellen Frank","Michael E Thase"
"Ellen Frank","Gary S Sachs"
"Ellen Frank","Terence A Ketter"
"Ellen Frank","June Gruber"
"Ellen Frank","David J Miklowitz"
"Ellen Frank","Allison G Harvey"
"Ellen Frank","Ellen Frank"
"Ellen Frank","David Kupfer"
"Ellen Frank","Michael E Thase"
"Ellen Frank","Gary S Sachs"
"Ellen Frank","Terence A Ketter"
"Ellen Frank","June Gruber"
"Ellen Frank","David J Miklowitz"
"Ellen Frank","Allison G Harvey"
"Ellen Frank","Ellen Frank"
"Ellen Frank","David Kupfer"
"Ellen Frank","Michael E Thase"
"Ellen Frank","Gary S Sachs"
"Ellen Frank","Terence A Ketter"
"Ellen Frank","June Gruber"
"Ellen Frank","David J Miklowitz"
"Ellen Frank","Allison G Harvey"
"Ellen Frank","David Kupfer"
"Ellen Frank","Michael E Thase"
"Ellen Frank","Gary S Sachs"
"Ellen Frank","Terence A Ketter"
"David Kupfer","June Gruber"
"David Kupfer","David J Miklowitz"
"David Kupfer","Allison G Harvey"
"David Kupfer","Ellen Frank"
"David Kupfer","Michael E Thase"
"David Kupfer","Gary S Sachs"
"David Kupfer","Terence A Ketter"
"David Kupfer","June Gruber"
"David Kupfer","David J Miklowitz"
"David Kupfer","Allison G Harvey"
"David Kupfer","Ellen Frank"
"David Kupfer","David Kupfer"
"David Kupfer","Michael E Thase"
"David Kupfer","Gary S Sachs"
"David Kupfer","Terence A Ketter"
"David Kupfer","June Gruber"
"David Kupfer","David J Miklowitz"
"David Kupfer","Allison G Harvey"
"David Kupfer","Ellen Frank"
"David Kupfer","David Kupfer"
"David Kupfer","Michael E Thase"
"David Kupfer","Gary S Sachs"
"David Kupfer","Terence A Ketter"
"David Kupfer","June Gruber"
"David Kupfer","David J Miklowitz"
"David Kupfer","Allison G Harvey"
"David Kupfer","Ellen Frank"
"David Kupfer","Michael E Thase"
"David Kupfer","Gary S Sachs"
"David Kupfer","Terence A Ketter"
"Michael E Thase","June Gruber"
"Michael E Thase","David J Miklowitz"
"Michael E Thase","Allison G Harvey"
"Michael E Thase","Ellen Frank"
"Michael E Thase","David Kupfer"
"Michael E Thase","Gary S Sachs"
"Michael E Thase","Terence A Ketter"
"Michael E Thase","June Gruber"
"Michael E Thase","David J Miklowitz"
"Michael E Thase","Allison G Harvey"
"Michael E Thase","Ellen Frank"
"Michael E Thase","David Kupfer"
"Michael E Thase","Michael E Thase"
"Michael E Thase","Gary S Sachs"
"Michael E Thase","Terence A Ketter"
"Michael E Thase","June Gruber"
"Michael E Thase","David J Miklowitz"
"Michael E Thase","Allison G Harvey"
"Michael E Thase","Ellen Frank"
"Michael E Thase","David Kupfer"
"Michael E Thase","Michael E Thase"
"Michael E Thase","Gary S Sachs"
"Michael E Thase","Terence A Ketter"
"Michael E Thase","June Gruber"
"Michael E Thase","David J Miklowitz"
"Michael E Thase","Allison G Harvey"
"Michael E Thase","Ellen Frank"
"Michael E Thase","David Kupfer"
"Michael E Thase","Gary S Sachs"
"Michael E Thase","Terence A Ketter"
"Gary S Sachs","June Gruber"
"Gary S Sachs","David J Miklowitz"
"Gary S Sachs","Allison G Harvey"
"Gary S Sachs","Ellen Frank"
"Gary S Sachs","David Kupfer"
"Gary S Sachs","Michael E Thase"
"Gary S Sachs","Terence A Ketter"
"Gary S Sachs","June Gruber"
"Gary S Sachs","David J Miklowitz"
"Gary S Sachs","Allison G Harvey"
"Gary S Sachs","Ellen Frank"
"Gary S Sachs","David Kupfer"
"Gary S Sachs","Michael E Thase"
"Gary S Sachs","Gary S Sachs"
"Gary S Sachs","Terence A Ketter"
"Gary S Sachs","June Gruber"
"Gary S Sachs","David J Miklowitz"
"Gary S Sachs","Allison G Harvey"
"Gary S Sachs","Ellen Frank"
"Gary S Sachs","David Kupfer"
"Gary S Sachs","Michael E Thase"
"Gary S Sachs","Gary S Sachs"
"Gary S Sachs","Terence A Ketter"
"Gary S Sachs","June Gruber"
"Gary S Sachs","David J Miklowitz"
"Gary S Sachs","Allison G Harvey"
"Gary S Sachs","Ellen Frank"
"Gary S Sachs","David Kupfer"
"Gary S Sachs","Michael E Thase"
"Gary S Sachs","Terence A Ketter"
"Terence A Ketter","June Gruber"
"Terence A Ketter","David J Miklowitz"
"Terence A Ketter","Allison G Harvey"
"Terence A Ketter","Ellen Frank"
"Terence A Ketter","David Kupfer"
"Terence A Ketter","Michael E Thase"
"Terence A Ketter","Gary S Sachs"
"Terence A Ketter","June Gruber"
"Terence A Ketter","David J Miklowitz"
"Terence A Ketter","Allison G Harvey"
"Terence A Ketter","Ellen Frank"
"Terence A Ketter","David Kupfer"
"Terence A Ketter","Michael E Thase"
"Terence A Ketter","Gary S Sachs"
"Terence A Ketter","Terence A Ketter"
"Terence A Ketter","June Gruber"
"Terence A Ketter","David J Miklowitz"
"Terence A Ketter","Allison G Harvey"
"Terence A Ketter","Ellen Frank"
"Terence A Ketter","David Kupfer"
"Terence A Ketter","Michael E Thase"
"Terence A Ketter","Gary S Sachs"
"Terence A Ketter","Terence A Ketter"
"Terence A Ketter","June Gruber"
"Terence A Ketter","David J Miklowitz"
"Terence A Ketter","Allison G Harvey"
"Terence A Ketter","Ellen Frank"
"Terence A Ketter","David Kupfer"
"Terence A Ketter","Michael E Thase"
"Terence A Ketter","Gary S Sachs"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","W Thomas Boyce"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","Juliet L Stamper"
"Juliet L Stamper","W Thomas Boyce"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","Juliet L Stamper"
"Juliet L Stamper","W Thomas Boyce"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","Juliet L Stamper"
"Juliet L Stamper","W Thomas Boyce"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","W Thomas Boyce"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","Juliet L Stamper"
"Juliet L Stamper","W Thomas Boyce"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","Juliet L Stamper"
"Juliet L Stamper","W Thomas Boyce"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","Juliet L Stamper"
"Juliet L Stamper","W Thomas Boyce"
"Juliet L Stamper","Christopher Oveis"
"Juliet L Stamper","June Gruber"
"Juliet L Stamper","Dacher Keltner"
"Juliet L Stamper","W Thomas Boyce"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"W Thomas Boyce","W Thomas Boyce"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"W Thomas Boyce","W Thomas Boyce"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"W Thomas Boyce","W Thomas Boyce"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"W Thomas Boyce","W Thomas Boyce"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"W Thomas Boyce","W Thomas Boyce"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"W Thomas Boyce","W Thomas Boyce"
"W Thomas Boyce","Christopher Oveis"
"W Thomas Boyce","June Gruber"
"W Thomas Boyce","Dacher Keltner"
"W Thomas Boyce","Juliet L Stamper"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Michelle N Shiota"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Michelle N Shiota"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Michelle N Shiota"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Michelle N Shiota"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Michelle N Shiota"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Michelle N Shiota"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Michelle N Shiota","Christopher Oveis"
"Michelle N Shiota","Adam B Cohen"
"Michelle N Shiota","June Gruber"
"Michelle N Shiota","Jonathan Haidt"
"Michelle N Shiota","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Joshua Greene"
"Jonathan Haidt","Jonathan Baron"
"Jonathan Haidt","Craig Joseph"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Thalia Wheatley"
"Jonathan Haidt","Sara B Algoe"
"Jonathan Haidt","Sara B Algoe"
"Jonathan Haidt","Shelly L Gable"
"Jonathan Haidt","Simone Schnall"
"Jonathan Haidt","Gerald L Clore"
"Jonathan Haidt","Alexander H Jordan"
"E J Horberg","Dacher Keltner"
"E J Horberg","Christopher Oveis"
"E J Horberg","Christopher Oveis"
"E J Horberg","Dacher Keltner"
"E J Horberg","Christopher Oveis"
"E J Horberg","Dacher Keltner"
"E J Horberg","Adam B Cohen"
"Sarina Rodrigues","Christopher Oveis"
"Sarina Rodrigues","Dacher Keltner"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Tammy English"
"Emily A Impett","Oliver John"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Amie M Gordon"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Laura R Saslow"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Sarina Rodrigues Saturn"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Laura R Saslow"
"Emily A Impett","Emily A Impett"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Sarina Rodrigues Saturn"
"Emily A Impett","Amie M Gordon"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Bryant Hui"
"Emily A Impett","Amie M Gordon"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Amie M Gordon"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Shelly L Gable"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Laura R Saslow"
"Emily A Impett","Emily A Impett"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Sarina Rodrigues Saturn"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Laura R Saslow"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Sarina Rodrigues Saturn"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Tammy English"
"Aleksandr Kogan","Oliver John"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Amie M Gordon"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Laura R Saslow"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Sarina Rodrigues Saturn"
"Aleksandr Kogan","Aleksandr Kogan"
"Aleksandr Kogan","Laura R Saslow"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Sarina Rodrigues Saturn"
"Aleksandr Kogan","Amie M Gordon"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Bryant Hui"
"Aleksandr Kogan","Amie M Gordon"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Amie M Gordon"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Shelly L Gable"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Aleksandr Kogan"
"Aleksandr Kogan","Laura R Saslow"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Sarina Rodrigues Saturn"
"Aleksandr Kogan","Laura R Saslow"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Sarina Rodrigues Saturn"
"Tammy English","Emily A Impett"
"Tammy English","Aleksandr Kogan"
"Tammy English","Oliver John"
"Tammy English","Christopher Oveis"
"Tammy English","Amie M Gordon"
"Tammy English","Dacher Keltner"
"Oliver John","Emily A Impett"
"Oliver John","Aleksandr Kogan"
"Oliver John","Tammy English"
"Oliver John","Christopher Oveis"
"Oliver John","Amie M Gordon"
"Oliver John","Dacher Keltner"
"Amie M Gordon","Emily A Impett"
"Amie M Gordon","Aleksandr Kogan"
"Amie M Gordon","Tammy English"
"Amie M Gordon","Oliver John"
"Amie M Gordon","Christopher Oveis"
"Amie M Gordon","Dacher Keltner"
"Amie M Gordon","Emily A Impett"
"Amie M Gordon","Aleksandr Kogan"
"Amie M Gordon","Christopher Oveis"
"Amie M Gordon","Dacher Keltner"
"Amie M Gordon","Aleksandr Kogan"
"Amie M Gordon","Emily A Impett"
"Amie M Gordon","Christopher Oveis"
"Amie M Gordon","Bryant Hui"
"Amie M Gordon","Dacher Keltner"
"Amie M Gordon","Emily A Impett"
"Amie M Gordon","Aleksandr Kogan"
"Amie M Gordon","Christopher Oveis"
"Amie M Gordon","Shelly L Gable"
"Amie M Gordon","Dacher Keltner"
"Laura R Saslow","Aleksandr Kogan"
"Laura R Saslow","Emily A Impett"
"Laura R Saslow","Christopher Oveis"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Sarina Rodrigues Saturn"
"Laura R Saslow","Aleksandr Kogan"
"Laura R Saslow","Laura R Saslow"
"Laura R Saslow","Emily A Impett"
"Laura R Saslow","Christopher Oveis"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Sarina Rodrigues Saturn"
"Laura R Saslow","Sarina M Rodrigues"
"Laura R Saslow","Natalia Garcia"
"Laura R Saslow","Oliver P John"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Aleksandr Kogan"
"Laura R Saslow","Laura R Saslow"
"Laura R Saslow","Emily A Impett"
"Laura R Saslow","Christopher Oveis"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Sarina Rodrigues Saturn"
"Laura R Saslow","Aleksandr Kogan"
"Laura R Saslow","Emily A Impett"
"Laura R Saslow","Christopher Oveis"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Sarina Rodrigues Saturn"
"Laura R Saslow","Brandon J Cosley"
"Laura R Saslow","Shannon K McCoy"
"Laura R Saslow","Elissa S Epel"
"Sarina Rodrigues Saturn","Aleksandr Kogan"
"Sarina Rodrigues Saturn","Laura R Saslow"
"Sarina Rodrigues Saturn","Emily A Impett"
"Sarina Rodrigues Saturn","Christopher Oveis"
"Sarina Rodrigues Saturn","Dacher Keltner"
"Sarina Rodrigues Saturn","Aleksandr Kogan"
"Sarina Rodrigues Saturn","Laura R Saslow"
"Sarina Rodrigues Saturn","Emily A Impett"
"Sarina Rodrigues Saturn","Christopher Oveis"
"Sarina Rodrigues Saturn","Dacher Keltner"
"Sarina Rodrigues Saturn","Sarina Rodrigues Saturn"
"Sarina Rodrigues Saturn","Aleksandr Kogan"
"Sarina Rodrigues Saturn","Laura R Saslow"
"Sarina Rodrigues Saturn","Emily A Impett"
"Sarina Rodrigues Saturn","Christopher Oveis"
"Sarina Rodrigues Saturn","Dacher Keltner"
"Sarina Rodrigues Saturn","Sarina Rodrigues Saturn"
"Sarina Rodrigues Saturn","Aleksandr Kogan"
"Sarina Rodrigues Saturn","Laura R Saslow"
"Sarina Rodrigues Saturn","Emily A Impett"
"Sarina Rodrigues Saturn","Christopher Oveis"
"Sarina Rodrigues Saturn","Dacher Keltner"
"Bryant Hui","Aleksandr Kogan"
"Bryant Hui","Emily A Impett"
"Bryant Hui","Christopher Oveis"
"Bryant Hui","Amie M Gordon"
"Bryant Hui","Dacher Keltner"
"Gerben A Van Kleef","Christopher Oveis"
"Gerben A Van Kleef","Ilmo Van Der L̦we"
"Gerben A Van Kleef","Aleksandr LuoKogan"
"Gerben A Van Kleef","Jennifer Goetz"
"Gerben A Van Kleef","Dacher Keltner"
"Ilmo Van Der L̦we","Gerben A Van Kleef"
"Ilmo Van Der L̦we","Christopher Oveis"
"Ilmo Van Der L̦we","Aleksandr LuoKogan"
"Ilmo Van Der L̦we","Jennifer Goetz"
"Ilmo Van Der L̦we","Dacher Keltner"
"Ilmo Van Der L̦we","St̩phane C̫t̩"
"Ilmo Van Der L̦we","Michael W Kraus"
"Ilmo Van Der L̦we","Bonnie Hayden Cheng"
"Ilmo Van Der L̦we","Christopher Oveis"
"Ilmo Van Der L̦we","Hua Lian"
"Ilmo Van Der L̦we","Dacher Keltner"
